trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_road_cfi,max_road_cfi,ave_road_cfi,trdar_dgrm_crdnt
9439,덕천역_3,26320,북구,10,30,100,76.1,"MULTIPOLYGON(((129.00505785136 35.210391839753,129.004801334209 35.2111237724367,129.004741299375 35.2111382835582,129.00313902485 35.210725478798,129.002968617707 35.2103813504437,129.003367350748 35.2102981571587,129.003497863681 35.2103590795001,129.003648890186 35.2103610869492,129.003903101393 35.2104289740293,129.004097112496 35.2099458963221,129.004779174676 35.2101103346571,129.00505785136 35.210391839753)))"
9440,화명역_1,26320,북구,36,0,100,32.9,"MULTIPOLYGON(((129.013354689243 35.2334634903689,129.013565471781 35.2344377383852,129.012233296129 35.2346423690623,129.01105040671 35.2347769190657,129.010968809196 35.2346971703357,129.010716849353 35.2347238836556,129.010669944034 35.2348260425593,129.008416517006 35.235086478355,129.008335920461 35.2350472632186,129.008257813529 35.2346633146364,129.008351271305 35.2345558786856,129.00928461533 35.2344345079992,129.009572256323 35.2344072054775,129.010533099105 35.2342876216949,129.01065284412 35.2343554728271,129.010877077869 35.2343179556871,129.010963019847 35.234239930146,129.010927194179 35.2341233749476,129.010838307793 35.2340820462689,129.010784670366 35.2336886815189,129.012015371736 35.2336006505235,129.013354689243 35.2334634903689)))"
9441,화명역_2,26320,북구,38,0,100,31.6,"MULTIPOLYGON(((129.013705675566 35.2357781273056,129.010932116276 35.2361035819201,129.008583530917 35.2364039008853,129.008412892724 35.2354965643262,129.010619392525 35.235225643255,129.011122092735 35.235122673167,129.013528491457 35.234830355725,129.013656251303 35.234889058987,129.013705675566 35.2357781273056)))"
9442,감전동_1,26530,사상구,29,12,98,51.1,"MULTIPOLYGON(((128.979903370707 35.1513510851083,128.9819168405 35.1510140332855,128.982848359962 35.1547003590388,128.980892607096 35.1550454960607,128.980840070568 35.1550283312653,128.980727972754 35.1545908422044,128.979771622299 35.1547461489709,128.979501354728 35.1540070966932,128.980544788622 35.1538233340704,128.979903370707 35.1513510851083)))"
9443,감전동_2,26530,사상구,41,12,98,51.9,"MULTIPOLYGON(((128.983380093426 35.1560389092037,128.982406060173 35.1520716682,128.985990433397 35.1514722879414,128.986985253954 35.1553850866298,128.983380093426 35.1560389092037)))"
9444,사상역_1,26530,사상구,8,30,74,49.6,"MULTIPOLYGON(((128.982215873549 35.1676447513075,128.982319641261 35.1671721928734,128.982425855707 35.1669136220711,128.982848162773 35.1661136837595,128.983397736102 35.1650187810778,128.983905330366 35.1640034155347,128.984255369332 35.1632790019884,128.98468098502 35.1625037854626,128.985362675279 35.1616545320905,128.986178669046 35.1608008211156,128.987147878113 35.1613977284555,128.987036519553 35.1618951974525,128.986703726375 35.1627635230475,128.986414487189 35.1633923240063,128.987023235024 35.1634927376696,128.986701908443 35.1641558591995,128.986321064618 35.1648537492751,128.985704086349 35.1646408209655,128.985649286242 35.1647566179488,128.985151038403 35.1657042496241,128.984842416327 35.1663266056748,128.985399618061 35.1665630467288,128.985364123204 35.1666830331384,128.985308883664 35.1667808137838,128.984538344949 35.1669105867502,128.984361097527 35.1672942332219,128.983926523298 35.1672495313151,128.983646732657 35.1672518585992,128.982828460505 35.1674499898227,128.982215873549 35.1676447513075)))"
9445,사상역_2,26530,사상구,23,1,81,44.3,"MULTIPOLYGON(((128.98152331778 35.1582050552917,128.981545255456 35.1582046966178,128.983641652124 35.1577738878752,128.983850383647 35.1591402503067,128.984056061916 35.1603804981678,128.984164370846 35.1612258247768,128.984246807145 35.1619093641942,128.982607526974 35.1621885203991,128.976723424073 35.1630055743913,128.976418610706 35.1621994917319,128.978475188114 35.1619316307448,128.97772141284 35.15889797518,128.98152331778 35.1582050552917)))"
9446,사상역_3,26530,사상구,14,30,81,57.0,"MULTIPOLYGON(((128.984973203637 35.1617713050825,128.984738730997 35.1618314683487,128.98446466241 35.1618427152036,128.984438559784 35.161784566585,128.984379418969 35.1612696152316,128.984179490791 35.1600405386868,128.984031316622 35.1591350355532,128.983904965266 35.1583373152846,128.983820714392 35.1578047509215,128.984811380568 35.1574798803415,128.985041294289 35.1581362220929,128.98463752618 35.1582284457652,128.984798877234 35.1589985568825,128.986179598846 35.1588069678394,128.986541559951 35.1601550429024,128.986268634917 35.1604388788245,128.984973203637 35.1617713050825)))"
9447,사상역_4,26530,사상구,19,0,74,32.8,"MULTIPOLYGON(((128.984474004703 35.1623404585137,128.983725543718 35.1639432767137,128.983191670878 35.1650063829918,128.982786482922 35.1658330774726,128.982366864416 35.1666307186833,128.982145005821 35.1670984500219,128.982035326361 35.1674404354414,128.98198898608 35.1679052956405,128.982060400014 35.1684741172593,128.982182514514 35.1688708873002,128.981868703406 35.1689413547394,128.982066921327 35.1696477835842,128.981927540726 35.1696703395758,128.982164431046 35.1703874002529,128.982342189814 35.1711549919598,128.982826380472 35.1710952529181,128.983160196494 35.1719616710087,128.982812588045 35.1719966474194,128.982768834507 35.1717765770009,128.98262912263 35.1717856217399,128.982602143371 35.1716914404301,128.982068417142 35.1717452301191,128.981959967922 35.1712333376365,128.981820639226 35.1712581456191,128.981612279255 35.1704730301149,128.9812980246 35.1705254800368,128.981520204219 35.1713148759891,128.981167767586 35.171376961667,128.980984970762 35.1706274738283,128.98114591206 35.1705887959391,128.98094934995 35.1698372800496,128.981042052355 35.1698132353554,128.980840554217 35.1690843290878,128.980578249491 35.1691291691046,128.980435033878 35.1686538898438,128.981416482034 35.1681692382119,128.980848126833 35.1671331730538,128.98095263735 35.1664645990595,128.981080858573 35.1656424384475,128.979629129094 35.1655129628638,128.97958290856 35.1649640040394,128.977394949049 35.1652475463361,128.976984311811 35.16346992771,128.979608715517 35.1630846422073,128.980860793307 35.1629019726991,128.981809391226 35.162762553196,128.982877829622 35.1625873716992,128.984474004703 35.1623404585137)))"
9448,엄궁동,26530,사상구,13,5,55,31.1,"MULTIPOLYGON(((128.96506558359 35.1322645766014,128.966759093394 35.1318676331825,128.967779050412 35.1316302945455,128.967725265251 35.1314464262472,128.967061073468 35.1293709793353,128.966369181148 35.127282459176,128.967993727205 35.1268731007933,128.968793437284 35.1270583766834,128.969277322525 35.1277939894488,128.970225310457 35.129125847589,128.970644140627 35.129664252567,128.970539804596 35.1298867366502,128.970237071025 35.129842091919,128.970073136585 35.1298672852564,128.969311557257 35.1296723872901,128.969050517706 35.1295369446388,128.9682043649 35.1294740837765,128.968123685862 35.1297682760061,128.969310735803 35.1298661536432,128.96974785513 35.1304808646424,128.968672530621 35.1311516834842,128.968553256525 35.1314374908609,128.968105279718 35.131967446356,128.967797248637 35.1323869876674,128.967578671683 35.1328771706194,128.967181230003 35.1341407616324,128.966957891592 35.1351176560777,128.966666783168 35.137154531713,128.965766797859 35.1343980102398,128.96506558359 35.1322645766014)))"
9449,구서동역,26410,금정구,33,1,100,76.5,"MULTIPOLYGON(((129.088001417634 35.2494155007359,129.08810983607 35.2493595622568,129.088913179478 35.2472730828703,129.088496397923 35.2472982969266,129.088510552737 35.2452795011004,129.088794180558 35.2452025164066,129.088297677731 35.2446884215369,129.089162198532 35.2441328215857,129.089774045352 35.2448611952024,129.090015137827 35.2448390102889,129.090097416615 35.2463334803216,129.091040767373 35.2462811435528,129.091111969473 35.2473432571112,129.092323016676 35.2474484904831,129.091911569687 35.2485369672327,129.090532219888 35.2487230009708,129.089492900338 35.2493176739602,129.088001417634 35.2494155007359)))"
9450,부산대역,26410,금정구,8,36,100,66.3,"MULTIPOLYGON(((129.082922444246 35.2299302175014,129.082859339311 35.2300394401443,129.082941637909 35.2298217502375,129.086633497377 35.2281721736501,129.087228313442 35.2290991089622,129.088840079556 35.2285666750767,129.089207058977 35.2291731196286,129.088765789276 35.2316678822527,129.088829552447 35.2324417633952,129.087015952281 35.232815472024,129.087305262969 35.233819762701,129.085139856167 35.2341814855491,129.08494208269 35.233319795681,129.084655266278 35.2332706658908,129.083737563581 35.2300243294793,129.082838764596 35.2300938626134,129.082922444246 35.2299302175014)))"
9451,서동역,26410,금정구,18,17,100,63.6,"MULTIPOLYGON(((129.108886520084 35.2156483040116,129.107119374478 35.2150392560484,129.106750662048 35.2154309081707,129.106060481548 35.2148549194632,129.10554691854 35.215271615512,129.105381191069 35.215125808795,129.104860262747 35.2155764227974,129.104383511219 35.2151859539099,129.103856508055 35.2156141407474,129.103124083622 35.214996064674,129.10311474865 35.2149534226259,129.104427001556 35.2147436395269,129.104295142042 35.214101615615,129.105227607275 35.2139615025524,129.105301238879 35.2138363157705,129.104942984312 35.2131441596819,129.105186501284 35.2130070086045,129.105503402262 35.2133732196772,129.105803900167 35.213210295329,129.105979251223 35.2134100026066,129.106137104384 35.2134635786844,129.107083084234 35.2128906693391,129.108417478878 35.2141763499277,129.108942861427 35.2155977601903,129.108886520084 35.2156483040116)))"
9452,동래역,26260,동래구,37,38,100,86.1,"MULTIPOLYGON(((129.078243743642 35.2046095933812,129.078638478358 35.2045893023888,129.078946293875 35.2041739976603,129.083209936732 35.2021700346815,129.084409874333 35.2017596451591,129.087242666909 35.2012332551639,129.088312193548 35.2016270936968,129.086546311818 35.2020157322675,129.086793056452 35.2035073822128,129.085471929792 35.2035796999544,129.085596714065 35.2045958453234,129.08460391489 35.20484272884,129.084309411608 35.2047036140445,129.082970329323 35.2064388271599,129.082065667796 35.2060533725787,129.081951269864 35.2071637480858,129.081738181865 35.2072034566885,129.081055335268 35.2071205713695,129.081008158339 35.2074232657596,129.080519665873 35.2074271524206,129.080485797411 35.2071754134149,129.079997880401 35.2072018167021,129.079903882344 35.2069601215896,129.079416425463 35.2070045375285,129.079419409959 35.207121635261,129.078154349924 35.2072424745395,129.078243743642 35.2046095933812)))"
9453,명륜역,26260,동래구,12,39,100,74.7,"MULTIPOLYGON(((129.0777701288 35.2094005529291,129.077866464957 35.2102730116737,129.078778536371 35.2124561550436,129.07913528215 35.2139594492588,129.078671133144 35.2142738062829,129.07789353855 35.2126290431086,129.077341261151 35.2131476648317,129.076377537483 35.2108752812643,129.07608841204 35.2109478238261,129.075679409485 35.2099770907066,129.0777701288 35.2094005529291)))"
9454,미남역,26260,동래구,6,34,77,53.0,"MULTIPOLYGON(((129.067078284888 35.2064677881346,129.066596007349 35.2057415820515,129.065760693349 35.2054899929647,129.065775615899 35.2054289109066,129.06621747085 35.2052096039568,129.065898380103 35.2047487025263,129.066430143298 35.2045030796901,129.066110598185 35.2040241635198,129.066666478092 35.2037555995998,129.067529854846 35.2050069786297,129.068153942329 35.2059132421216,129.067651666906 35.2062394725137,129.067147162306 35.2064778769524,129.067078284888 35.2064677881346)))"
9455,사직2동,26260,동래구,8,20,47,37.5,"MULTIPOLYGON(((129.061790529666 35.1959941857823,129.061544035084 35.1968837617072,129.061596544244 35.1970067762601,129.061541081584 35.1972014675884,129.061356933597 35.1971910842151,129.061270540118 35.197465152475,129.061296425004 35.1975120224023,129.062305510898 35.1982360426959,129.061804438555 35.1987176767029,129.063034432893 35.1996023898962,129.062652658677 35.1999175355572,129.061428946575 35.1990642518813,129.0606218754 35.199819180681,129.059860743414 35.1993500110675,129.059141867735 35.1995762571839,129.05910593479 35.1994574655443,129.058412440488 35.1992755050881,129.058669023455 35.1984578557654,129.057947937284 35.1985962700624,129.05821122009 35.1977176800528,129.057571172895 35.1975866224744,129.058290369076 35.1953057552311,129.060465936236 35.1957080800427,129.061790529666 35.1959941857823)))"
9457,온천장역,26260,동래구,26,11,100,63.0,"MULTIPOLYGON(((129.086757820118 35.222731638243,129.086171122475 35.2229782973116,129.085864787131 35.2229159888311,129.085544656909 35.2230656856912,129.085571526976 35.2233648528413,129.085114470978 35.2235281711198,129.084835920919 35.2231567401962,129.084623944599 35.2232414925041,129.08453279075 35.2227902374203,129.08440557952 35.2224319700561,129.083376687201 35.223208889593,129.082659550796 35.2237236132265,129.081933038248 35.2243015739589,129.081771927214 35.2239055879974,129.080893051692 35.2215259052281,129.080509809675 35.2203857846812,129.080211644892 35.2206432273645,129.080021335699 35.2207163350895,129.07996576358 35.2206902553086,129.079750438902 35.219997819751,129.079362324254 35.2200653120266,129.079105363394 35.2196777263048,129.079185251723 35.2193654598605,129.079654320264 35.2193506466252,129.079968110948 35.2192754186453,129.079592096267 35.2186330525806,129.079095957793 35.2178012543743,129.078521447699 35.2169099717473,129.078547051363 35.2168374407049,129.079329060045 35.2164996038064,129.08009350709 35.2170879896477,129.080426859196 35.2167037826237,129.080703385537 35.2167823876239,129.081505413816 35.2174444629696,129.081446769319 35.2175130567781,129.081528070502 35.2175792451626,129.081767288699 35.2173791342363,129.082083734174 35.2179459204175,129.083667650109 35.2174050253265,129.084262081167 35.2181066993673,129.084738911463 35.218718027645,129.084688155729 35.2187729700221,129.084033164964 35.21903205841,129.084208956398 35.2193579503283,129.084364926121 35.2197675388952,129.084977302139 35.2196668824516,129.085058973364 35.2198547163148,129.085171425781 35.2201726858407,129.085233102865 35.2204374610042,129.085181214631 35.2205555031058,129.084571250042 35.2207507392053,129.084810892624 35.2213188395094,129.085658470096 35.2211825898492,129.086252110547 35.2222807693377,129.086426816434 35.2222417135476,129.086757820118 35.222731638243)))"
9458,충렬사역,26260,동래구,20,5,100,69.6,"MULTIPOLYGON(((129.097382692808 35.1996770906513,129.09809466754 35.2008948205017,129.098023315589 35.2010019407649,129.097394035477 35.2011863093029,129.097280222681 35.201136464338,129.096894883509 35.200239739794,129.096962659024 35.2002070264219,129.096931222154 35.199838101852,129.097382692808 35.1996770906513)))"
