trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_road_cfi,max_road_cfi,ave_road_cfi,trdar_dgrm_crdnt
9410,원주대 강릉캠퍼스,51150,강릉시,51,0,100,42.1,"MULTIPOLYGON(((128.878850702337 37.7685364124671,128.879086046388 37.7715594726502,128.880489966773 37.7714289854559,128.880631220976 37.7725257522753,128.875441503946 37.7728426483111,128.874968910869 37.7680577122847,128.874430036717 37.7664898156803,128.87369791253 37.7653573897876,128.869874639543 37.7640398092176,128.869395276806 37.7643807215865,128.86918361147 37.7645372202818,128.864855861902 37.7639121103937,128.86543167729 37.7633444803453,128.870176365165 37.7638548555272,128.87368339015 37.765231503272,128.873840376308 37.7651569411145,128.877878235659 37.7646332649201,128.878850702337 37.7685364124671)))"
9411,주문진항,51150,강릉시,12,9,97,49.5,"MULTIPOLYGON(((128.831190121843 37.8958332991,128.831371259118 37.8954588917256,128.831291713666 37.8953452735033,128.830988134092 37.8952509032464,128.831193500462 37.8948220698543,128.830483742665 37.8945065551432,128.830000083024 37.8940253741043,128.829162173838 37.8932389089228,128.828779517011 37.8927043562193,128.828713347245 37.8925567474341,128.828742257213 37.8924617117397,128.82855500756 37.8916696401119,128.828224012719 37.8904654194447,128.828206874333 37.8897720489717,128.828172581744 37.889074440581,128.827855993858 37.8891424126102,128.827774729376 37.8891887152219,128.827479856242 37.8894455228669,128.827260231583 37.8896426085143,128.8273865181 37.8891181694146,128.827386192672 37.8888749511955,128.827377846112 37.8886521260364,128.827346505549 37.8881886864284,128.827342000853 37.8880063388474,128.82708534619 37.8880846391504,128.826985325006 37.8878317071964,128.82566757825 37.8880931137269,128.825804149555 37.889021100562,128.82586728339 37.8895065683738,128.825933987606 37.8899064021874,128.82576382821 37.8899203006642,128.825489121326 37.8899583401948,128.824897208312 37.8900395800435,128.824884671453 37.8901073363434,128.824767872388 37.890095633769,128.82441981626 37.8900402204688,128.824502301377 37.8908496869696,128.824611807126 37.8916024329674,128.825117286265 37.8941214189821,128.825488366312 37.8941877334103,128.826134719665 37.8943533733626,128.826121899678 37.8945247291633,128.826246116468 37.8944912739626,128.826527789845 37.8947346326746,128.826937871243 37.89465395329,128.827122797234 37.8947771998968,128.827296479664 37.8946754141366,128.827422591229 37.8946036431845,128.827532933764 37.8946987696512,128.827625289349 37.8946410347261,128.828379151908 37.8950166877843,128.828843483342 37.8951761303849,128.828990928753 37.8950477248261,128.829261083577 37.8951696442663,128.829287598399 37.8950926621947,128.83017772136 37.895346827419,128.830668907724 37.8955576428446,128.830760986204 37.8957183599911,128.830760986204 37.8957183599911,128.830686737207 37.8959334603515,128.831098828914 37.8960486647404,128.831190121843 37.8958332991)))"
9412,거진종합터미널,51820,고성군,0,0,0,0.0,"MULTIPOLYGON(((128.457480213211 38.4484138223558,128.457833742705 38.4486211124977,128.457491028654 38.4489519086361,128.457423359134 38.4490045450727,128.456997622443 38.4487666234157,128.456661633843 38.4485771285856,128.456381353571 38.4484522479672,128.456153284727 38.4483604978204,128.456060722313 38.4483143559384,128.455722508075 38.448156413586,128.455258352814 38.4485720338216,128.454141764191 38.447583759921,128.453834566 38.4479726562737,128.453243381595 38.4474800473888,128.452838158405 38.4472643758472,128.453351394288 38.4468684244836,128.453670834732 38.4466617872373,128.453431092899 38.4462729162009,128.453281519954 38.4458108640106,128.45317595299 38.4455441877524,128.453143896413 38.4453734351828,128.453140512978 38.4452045792316,128.453082601419 38.4450296431046,128.453505244831 38.4444006085834,128.45363633937 38.444083707392,128.453597925256 38.4438815061139,128.454045053339 38.4439029860386,128.454068677436 38.4439387246391,128.454371856485 38.4439214527924,128.45465560384 38.4452195726835,128.454576529614 38.4452746009511,128.454612599076 38.4453597284125,128.454872293304 38.4457438455577,128.455402812448 38.4462101757369,128.456429697848 38.4471522607325,128.456651345368 38.4473521847277,128.456302137217 38.4476447746323,128.456727353965 38.4479998078252,128.45701699076 38.4481628548539,128.457480213211 38.4484138223558)))"
9413,교동삼거리,51210,속초시,24,20,100,62.2,"MULTIPOLYGON(((128.576713750753 38.2063320485807,128.577658358949 38.204607825481,128.580065466725 38.2005668643191,128.580065466725 38.2005668643191,128.579051324563 38.2022379929732,128.580064688692 38.2005308423273,128.579737761542 38.2001929306402,128.580656422334 38.1993878596988,128.580357379325 38.1992837854893,128.579633899828 38.1985548500839,128.578066265119 38.1967923101824,128.575049808236 38.1977155858326,128.575761660848 38.1989671770352,128.576917902564 38.1985913378651,128.57963297532 38.2006267291631,128.576441857929 38.2061645435135,128.576662004115 38.2063147268913,128.576713750753 38.2063320485807)))"
9414,속초먹거리단지,51210,속초시,20,5,100,38.1,"MULTIPOLYGON(((128.575290143335 38.1961539579902,128.57531451726 38.1962256961668,128.575276516233 38.196316286963,128.572683896188 38.1962474281983,128.572806658586 38.1931965328383,128.573177508259 38.1929258277347,128.574588594656 38.1929925016111,128.574560584967 38.1938126168224,128.574977281365 38.1938160395654,128.57504652291 38.1938511438255,128.575033987411 38.1945944824589,128.575039899785 38.1948691510843,128.575043582945 38.1950402561227,128.57508257928 38.1955261721541,128.575151448263 38.1958090047895,128.575200195639 38.1959524812124,128.575290143335 38.1961539579902)))"
9415,중앙시장,51210,속초시,13,10,98,43.5,"MULTIPOLYGON(((128.588969913085 38.2061061022183,128.588238075502 38.2042107861131,128.58877389662 38.2040458988671,128.589066335006 38.2041072521441,128.589105056167 38.2040504277336,128.58964033582 38.2038607716028,128.58990902977 38.203354933817,128.590383317452 38.2025918334091,128.589088802107 38.2022512794254,128.58915867777 38.2020521559457,128.589640826633 38.2017821456723,128.590668190023 38.202042986359,128.590387981627 38.2026750951941,128.590551132001 38.2028282760611,128.591489946991 38.2043964823932,128.588969913085 38.2061061022183)))"
9416,양양군청,51830,양양군,10,3,51,24.2,"MULTIPOLYGON(((128.623955588795 38.0763854415922,128.623569785394 38.0769763045659,128.621672518712 38.0762097578627,128.619763104459 38.0754073143811,128.6192819282 38.0747743551865,128.619729480336 38.0743988534602,128.619911160004 38.0743693262365,128.619977329426 38.0742693239831,128.619768300243 38.0740920382313,128.619598608776 38.0741484248818,128.618239856452 38.0735095274799,128.617176231737 38.0733349853354,128.617186632921 38.0732898010267,128.61729896786 38.0732161901532,128.618230932863 38.0731042788306,128.618822722104 38.0730691093224,128.619359535091 38.0731247764059,128.61968950627 38.0731022157298,128.620591459939 38.0731798723431,128.620740747681 38.0732318644977,128.621004154485 38.0732912917461,128.621695754094 38.0726151460997,128.621752713662 38.0726143606223,128.622153815906 38.0727169276171,128.623100285135 38.0732623799063,128.623389859681 38.0734745808434,128.623735003389 38.0736229560609,128.624255209571 38.0739580856423,128.624821984684 38.0743376106703,128.624812981913 38.0744458340061,128.624860541859 38.0745352593341,128.624904716735 38.074471591243,128.625101769436 38.0746220084914,128.624658425344 38.0751866454587,128.624557885586 38.0752781168573,128.624282433539 38.0757053092736,128.624230846124 38.0759492443944,128.624008570594 38.07620454505,128.623873055182 38.0762604658985,128.623955588795 38.0763854415922)))"
9417,영월경찰서,51750,영월군,2,100,100,100.0,"MULTIPOLYGON(((128.474368120739 37.1849728040917,128.47472344882 37.1854391404906,128.474227393383 37.1854092705539,128.47395300142 37.1851964497692,128.473103123352 37.1843420830467,128.472787202294 37.1843099688933,128.472239833581 37.1839563795999,128.471911180104 37.1844289630105,128.471832818916 37.1850335839602,128.471796170524 37.1854665032381,128.471815637948 37.1858897162425,128.471693020734 37.1859543059631,128.471650782434 37.1860989849953,128.471573721483 37.1861900381684,128.471554872498 37.1863794752366,128.47097982948 37.1863415623604,128.471029137566 37.1859805636776,128.471100871884 37.1850336578536,128.470233479231 37.1850173874356,128.470100989146 37.1863164234601,128.470109363669 37.1867487839859,128.469357150077 37.186866224302,128.469400265094 37.1867665835694,128.469352441778 37.1866230214331,128.468996461449 37.1862670453561,128.468960246112 37.1861413585754,128.468964306239 37.1860602211896,128.468929449186 37.1857137804927,128.468880232946 37.1854981579685,128.468728002786 37.1849054050321,128.468316997447 37.1849059906019,128.468066462616 37.184906840422,128.46805236301 37.1850511698523,128.468085124994 37.1852895206871,128.467634397254 37.1855653909199,128.467100535679 37.1859098607173,128.467031506691 37.1858341325516,128.467023556181 37.1851314759559,128.467055241227 37.1850229677693,128.467048461206 37.1849197022926,128.466513027019 37.1849350736386,128.465865689161 37.1849430783348,128.465825329249 37.1848940240443,128.465837669204 37.1843668051201,128.465851859926 37.1842269796148,128.465847598185 37.1840062950853,128.46583353289 37.1835694993537,128.46582097048 37.1835020820309,128.464775207907 37.1835780732119,128.464706704825 37.1835293661781,128.464599127543 37.183206346368,128.464256249735 37.1826519805585,128.464920368165 37.1826392726802,128.4648530623 37.1823608039403,128.464841022447 37.1823204090931,128.465066088866 37.182313123597,128.46501456018 37.182268711833,128.465012821806 37.1821786364523,128.465086604963 37.1822092587171,128.465261098531 37.1822071025596,128.465245755067 37.1819955645474,128.465350159111 37.1815708191066,128.465661741788 37.1816705795252,128.465811979653 37.1815786255238,128.465818280247 37.1813217715818,128.465811520969 37.1812632921786,128.465866243106 37.1811815285172,128.466651162098 37.1813024628864,128.467531511158 37.1814086964503,128.467510998604 37.1815125616904,128.467905621881 37.1815392109446,128.467867875139 37.1816252702249,128.467848843453 37.1818056994932,128.467799118458 37.182436992847,128.46775202931 37.1826222742377,128.467905227509 37.1826834455523,128.468041887779 37.1827628407857,128.4681054602 37.1828476456577,128.46825595862 37.1827691998741,128.468231788069 37.1826839071941,128.46829750488 37.1825884917769,128.468336732561 37.182578996329,128.46879974364 37.1823570294123,128.469230199479 37.182198531865,128.469877338524 37.1821815017717,128.470023949249 37.1821931987596,128.470114010229 37.1821920821838,128.470070992212 37.1817151024513,128.470115586318 37.1816920253645,128.4701655475 37.1816553671946,128.470743783149 37.1818599238708,128.471265646564 37.1820606723328,128.471560788653 37.1821831453199,128.471992769903 37.182394015663,128.472447967756 37.1826406348044,128.472642231565 37.1827868819168,128.472706245956 37.1828942029722,128.472726715063 37.1830786471017,128.472713760498 37.1832815257155,128.472821809152 37.1836270561608,128.472849866317 37.1836222028101,128.472966675106 37.1835486743923,128.473258066931 37.1834774816177,128.473438279096 37.1834797471666,128.473492785937 37.1836772826612,128.473817449242 37.1841597699812,128.474368120739 37.1849728040917),(128.467048461206 37.1849197022926,128.467064497154 37.1849192419295,128.467047261899 37.1849014358196,128.467048461206 37.1849197022926)))"
9418,기독병원,51130,원주시,45,7,97,41.8,"MULTIPOLYGON(((127.945597833643 37.3504846284331,127.946305700591 37.3497829606651,127.946943703175 37.3491359065872,127.947570862534 37.3485249754215,127.947382208177 37.348330518856,127.946977320006 37.3484418750928,127.946826613127 37.3483484757237,127.946883964617 37.3481971013766,127.946848839998 37.3480960206737,127.946926274573 37.3477462678138,127.946833089719 37.3475150075222,127.947015388364 37.3474279561997,127.947080294163 37.3469791943713,127.947382508405 37.3465555646266,127.94874088577 37.3473330604387,127.948985972213 37.3470788199391,127.949282827532 37.3469030007885,127.949500674114 37.3469508093945,127.949627577873 37.347170534883,127.950350075063 37.3474125133413,127.950609985117 37.3474397101415,127.951099832189 37.3469064463389,127.951807671118 37.3462092508954,127.952435613193 37.3465600952125,127.952713555676 37.3466749890003,127.953298819836 37.3469968896948,127.953822526059 37.3464655947007,127.954580419817 37.3468288959949,127.954623704139 37.346905131376,127.954525732799 37.3471897327949,127.954222734334 37.3473250699532,127.953384391118 37.3481877607631,127.954097873583 37.3486077342623,127.953703502732 37.3504444246487,127.953439025056 37.3502798705286,127.951877199328 37.3519479999423,127.951149079869 37.351487586371,127.950436451082 37.3522568952105,127.951203362544 37.3526606897403,127.95120421392 37.3527282571335,127.950682004652 37.3529351720373,127.947787040869 37.3513613656991,127.947702368957 37.35113454311,127.947738394826 37.3510824479494,127.947562573213 37.3510117752813,127.947503355449 37.3510145014322,127.947236552801 37.3511134916364,127.945597833643 37.3504846284331)))"
9419,남부시장,51130,원주시,15,5,58,25.4,"MULTIPOLYGON(((127.957043414392 37.3428176353097,127.956876003027 37.3438551269817,127.956439013453 37.344101923359,127.954988977826 37.3436631261638,127.954661632725 37.3436567546478,127.954504000663 37.3436850545597,127.954412819046 37.3436137099304,127.953894690913 37.3427979813198,127.954277312373 37.3427138106294,127.953955337303 37.3422388785271,127.953131318514 37.341326500035,127.953085388687 37.3412638001628,127.953207687633 37.3411186575874,127.953353121613 37.3410183782779,127.953914317221 37.3416715844194,127.954172245054 37.3415433685094,127.954034566636 37.3413642790907,127.954345609087 37.3409743475972,127.955827957282 37.3412957636563,127.955992647769 37.340934038329,127.956133173192 37.3404463690265,127.956720363773 37.3404776681272,127.956987871938 37.3411062012601,127.95704657251 37.3412859252643,127.958469432906 37.3413645211189,127.957862524571 37.3415586379142,127.957671531355 37.3425152323447,127.957583089922 37.3426601057931,127.957552323223 37.3429036219873,127.957043414392 37.3428176353097)))"
9420,남원주중학교,51130,원주시,8,6,23,15.9,"MULTIPOLYGON(((127.945878794127 37.3208780201075,127.945824195753 37.3210226151027,127.941651257649 37.3220289251503,127.941207334533 37.3208070988603,127.941184324851 37.3207712418199,127.941442316454 37.3206520629641,127.94432132682 37.3199263778437,127.944425438883 37.3201327769529,127.944796338981 37.3200217007993,127.945022508837 37.3200649469939,127.945149634385 37.3203072017051,127.945475638196 37.3202145014265,127.945566444617 37.3202588265813,127.945706318112 37.3206181082809,127.945878794127 37.3208780201075)))"
9421,단구동 근린공원,51130,원주시,44,4,77,36.0,"MULTIPOLYGON(((127.96473764122 37.3176653958245,127.964711599161 37.317644787734,127.964745668873 37.3176625302284,127.96473764122 37.3176653958245)),((127.955447673336 37.3219365011276,127.957594548332 37.3208650072742,127.956995646384 37.3198967722168,127.958410791372 37.3193987975051,127.958964128637 37.3203313544054,127.961368034028 37.3195190001457,127.959848304968 37.3166661588629,127.958084572725 37.3172480591573,127.95787034673 37.316366816391,127.959936665862 37.3156292993526,127.95948418173 37.314641869881,127.959967940849 37.3145388424064,127.960084053666 37.3147991901723,127.961342545537 37.3144105691475,127.96319592858 37.3182157342404,127.96473764122 37.3176653958245,127.965725870718 37.3184474201086,127.966116180591 37.3180928507894,127.966981872332 37.3187435146461,127.961402341384 37.3235461633538,127.960626542964 37.3228677006453,127.959797855753 37.3215769854049,127.958650671284 37.3218565705415,127.959364933536 37.3230220812889,127.957371799593 37.3242094941388,127.955447673336 37.3219365011276)))"
9422,단구동 프리미엄아울렛,51130,원주시,18,6,77,31.9,"MULTIPOLYGON(((127.955727518476 37.3266689657586,127.954869467716 37.3257298408648,127.958655406883 37.3235639152086,127.959559174749 37.324547692275,127.955727518476 37.3266689657586)))"
9423,봉화산 택지,51130,원주시,24,2,77,28.2,"MULTIPOLYGON(((127.928683687171 37.3500891030669,127.928640320609 37.3502336016934,127.926232656376 37.3499280939642,127.925983726387 37.3498759804946,127.925996668646 37.3500110281106,127.925586307085 37.3505998797704,127.925336823202 37.3505027196911,127.925779162867 37.3497604503562,127.924520367512 37.3492657253989,127.92514094472 37.3483328588241,127.926661045475 37.3489696923335,127.926904774799 37.3485983788608,127.92696551478 37.3480302786081,127.926975472126 37.3479220816422,127.925672335286 37.3474907850795,127.926503528436 37.3462499279645,127.926812744085 37.345697903908,127.92729154935 37.3451715814889,127.927627196423 37.3449346957601,127.927977336034 37.3449589833861,127.927943594393 37.3449682576066,127.928093720371 37.3452463892664,127.928229584836 37.3462003767056,127.92857843343 37.3479545775012,127.928806360462 37.3490520008177,127.928833695578 37.3494392129638,127.928683687171 37.3500891030669)))"
9424,원주소방서,51130,원주시,2,18,23,20.5,"MULTIPOLYGON(((127.944217895607 37.3279010033083,127.944184951689 37.3279733453484,127.943436401328 37.3285649540761,127.942695565463 37.3279671847441,127.942353861251 37.3277086146573,127.942007504567 37.3279816670536,127.941614784097 37.3281559775618,127.941129564831 37.3281508227151,127.940042612017 37.3278441034324,127.940085608428 37.3276725734011,127.940364954813 37.3274541180857,127.940795220548 37.3275768416914,127.941152075815 37.3272406398266,127.939796476385 37.3261972363342,127.940958509964 37.325287019412,127.942645648845 37.3266791603301,127.943921199928 37.3276330691506,127.944217895607 37.3279010033083)))"
9425,원주시외버스터미널,51130,원주시,40,2,100,26.9,"MULTIPOLYGON(((127.929933781974 37.3443760170256,127.930294259619 37.3456976455787,127.933522619859 37.3453028434062,127.933902274648 37.3481695100423,127.933464535594 37.3492766747486,127.931977588771 37.3490451144962,127.93192158316 37.3495365954936,127.930468711844 37.3493227680464,127.929186727035 37.3492382262598,127.928524733886 37.3454232103669,127.927994368681 37.3445083537112,127.927771781215 37.3438433625381,127.93304654199 37.3433063911809,127.933292410029 37.3440252483636,127.929933781974 37.3443760170256)))"
9426,구원주역,51130,원주시,28,8,97,43.4,"MULTIPOLYGON(((127.946742270236 37.3510723935573,127.949394303676 37.3524026532678,127.949020894242 37.3527750513069,127.949981013797 37.3532854244443,127.945523204069 37.3569160400884,127.944521362411 37.356680765682,127.942640300656 37.3551820870623,127.943428529909 37.3536801684322,127.945022473508 37.3538837005388,127.945318324923 37.3527235676946,127.946073870146 37.3526724863184,127.945967448948 37.3522859104662,127.946742270236 37.3510723935573)))"
9427,원주의료원,51130,원주시,8,4,27,19.6,"MULTIPOLYGON(((127.950651290254 37.3298767949924,127.947585841576 37.331955615829,127.947484528585 37.3319744459355,127.947359408617 37.3318943570787,127.946921316547 37.3311500348995,127.948252226154 37.3302113675237,127.949472549857 37.3294537701281,127.94988623601 37.3291531264884,127.950651290254 37.3298767949924)))"
9428,진부공용버스정류장,51760,평창군,4,16,99,57.8,"MULTIPOLYGON(((128.561153159775 37.6403268945605,128.559666489779 37.6396618660554,128.559429964454 37.6397280531416,128.55884421814 37.6398889408198,128.558427041408 37.6399845379443,128.558425349287 37.6399034798856,128.558288874921 37.6398782545734,128.558277453654 37.638788324326,128.558163444798 37.6387537933775,128.557166407954 37.6387489305874,128.557274324635 37.6374051755404,128.556871359115 37.6370951774062,128.556350824877 37.6365795221768,128.554729795644 37.6365288091577,128.554790996042 37.6362036812829,128.554730431055 37.6360152910879,128.556477462183 37.635046332729,128.557962785384 37.6367384398144,128.559006454842 37.6362652066572,128.559427333654 37.6368902736517,128.559218209954 37.6366407855385,128.560519781756 37.6382091607798,128.560890485976 37.638600653131,128.560906680248 37.6393752071268,128.560569919393 37.639523802113,128.561153159775 37.6403268945605)))"
9429,평창시외버스터미널,51760,평창군,11,10,100,66.5,"MULTIPOLYGON(((128.395211479991 37.3701166113451,128.395065808787 37.3707850305779,128.394815181409 37.3706618512953,128.393798563312 37.3700161335162,128.393100328771 37.370105438612,128.393063142297 37.369925686394,128.393310268993 37.3698597113041,128.393146440221 37.369546307322,128.392937302884 37.3692244267746,128.392864400807 37.3683333446148,128.392807916205 37.3671087176925,128.392736515729 37.3662987029449,128.393334145284 37.3662646414608,128.39407582057 37.3660847286662,128.394932345435 37.3660115718594,128.395468259659 37.3663025687248,128.396296933302 37.3665540721727,128.396808783859 37.3667642612583,128.396986033129 37.3684109067261,128.395393075054 37.3683396008329,128.395375719982 37.3692317451872,128.395211479991 37.3701166113451)))"
9430,횡성군청,51730,횡성군,44,1,100,49.6,"MULTIPOLYGON(((127.989052737059 37.495468564247,127.987831632603 37.4954787679151,127.987869748242 37.4949378700069,127.988231317321 37.4949168305941,127.988245631676 37.4942860347617,127.987883828629 37.4942890568337,127.987917203229 37.4933878119068,127.98631148424 37.4933831918119,127.986354342754 37.4932026411756,127.986666181837 37.492839654009,127.986903552249 37.4919727460713,127.985745846909 37.4916400315706,127.985651616067 37.4913525074087,127.985670208198 37.491046023799,127.983679667268 37.4910085347638,127.98358780464 37.4909011825728,127.983586860845 37.4908291130641,127.984477158254 37.489740546849,127.98561473262 37.4885417978615,127.985891030454 37.4889179017131,127.98847375846 37.4875629178986,127.989237775261 37.4871961446669,127.988845965173 37.4883526582124,127.988715437169 37.4904620115357,127.988790387663 37.4910019650342,127.989356154642 37.491033273264,127.989412802567 37.491041809141,127.989417312247 37.4913841386861,127.989431229082 37.4915822349019,127.989151428251 37.4918008068159,127.988949818805 37.4919466470924,127.989318730521 37.492484142175,127.989353123423 37.4925198931842,127.989027738583 37.4927118170424,127.988949544862 37.492784548085,127.989352379419 37.4933217593564,127.989083996853 37.4935492452505,127.989079690751 37.4940808512676,127.989052737059 37.495468564247)))"
9431,묵호역,51170,동해시,10,3,67,17.3,"MULTIPOLYGON(((129.110260539547 37.5508293740846,129.109526007145 37.5500587711889,129.109415456462 37.5501508291994,129.108441837974 37.5509339240836,129.107479001177 37.5516988020099,129.106600512117 37.5510388496439,129.105742221929 37.5519009404998,129.105490636739 37.5518063342815,129.106490786006 37.5503561727029,129.107179958632 37.5475062496926,129.10743701048 37.5473935630031,129.10846110278 37.547600493385,129.108624238352 37.5477687394203,129.108666785522 37.5480742634728,129.10870654356 37.5482807455132,129.10888164643 37.5480704270567,129.109378711555 37.5480435336005,129.110302646082 37.5495134042591,129.110831984049 37.5498282447581,129.111508086382 37.5501314505831,129.110260539547 37.5508293740846)))"
9432,천곡중앙로,51170,동해시,35,5,90,39.7,"MULTIPOLYGON(((129.116667963497 37.522527591993,129.116678250787 37.5224913742018,129.116654624437 37.5224557640774,129.116585779954 37.5224209641461,129.116270015615 37.5224536464856,129.115648011206 37.5224557794937,129.115376956105 37.5224696419881,129.114777440826 37.523669480593,129.114215379438 37.5233912736344,129.114059527991 37.5230787699706,129.114042635245 37.5228808881661,129.113667296874 37.52280652925,129.113173568982 37.5233468561686,129.112972876965 37.5234495381636,129.11300157961 37.5236652256328,129.113129486494 37.5237890548411,129.113177752465 37.5238962918653,129.113022144654 37.524394535677,129.113040304733 37.5246374367851,129.112985049694 37.5246834669974,129.11224743868 37.5245975664267,129.112345258889 37.5240553150858,129.112255074151 37.5240659360758,129.111042269984 37.5243758837866,129.111006724069 37.52391709204,129.112490073556 37.5235752818483,129.113331602502 37.5217315307303,129.114649897721 37.5191495620432,129.116715511105 37.5198062130995,129.116117308061 37.5210510767771,129.115887289029 37.5213164396079,129.117027645786 37.5216473351668,129.117076424451 37.5217725781198,129.116667963497 37.522527591993)))"
9433,중앙로,51230,삼척시,24,3,84,33.5,"MULTIPOLYGON(((129.167690850163 37.4396444289988,129.167731669067 37.4449766488502,129.167346685335 37.4449476744321,129.167158735065 37.4446988853476,129.166184203788 37.4453833682976,129.165674356572 37.4449422904443,129.165436435516 37.4449196238349,129.163913760837 37.4450105657099,129.163688169407 37.4450237034517,129.163595059243 37.4461064150243,129.163147905096 37.4458803801653,129.163228692375 37.4447618607498,129.161690839319 37.4447179257086,129.161707985363 37.4445284357886,129.161844272111 37.4445529686686,129.162429667278 37.4444792027965,129.162330260103 37.4441657272534,129.162355999564 37.4434896265104,129.162392360494 37.4431826758076,129.162735316535 37.44253680549,129.162507659605 37.4424779114706,129.162711069495 37.4420868290737,129.162140296886 37.4410973372287,129.163226027825 37.4407441635885,129.163402403725 37.4409841627959,129.1634109563 37.4412812835046,129.163822538053 37.4410575489948,129.164008134637 37.4412253112775,129.164245668484 37.4408426100457,129.166056272672 37.4401608437429,129.167690850163 37.4396444289988)))"
9434,정선아리랑시장,51770,정선군,24,15,100,85.3,"MULTIPOLYGON(((128.666454431582 37.3801761315454,128.666497592022 37.3831485503191,128.666372842585 37.38312327972,128.666209652757 37.3828913393849,128.665759921899 37.3824652312336,128.665374192414 37.3823805690709,128.664968478127 37.3824133060883,128.664662749543 37.3823725617356,128.664353440311 37.3821697018322,128.664294820046 37.3820714254466,128.663389721951 37.381985051491,128.663493590954 37.3810646554057,128.662310522371 37.3811713732372,128.661971934509 37.3811761293497,128.661644235614 37.381162713226,128.660565490364 37.3808805538709,128.659498832456 37.3806342517795,128.659734035935 37.3800363469522,128.659898962873 37.3798358315043,128.660155740767 37.3791925772664,128.661268119677 37.3794652593281,128.662229814307 37.3795598640599,128.662343827799 37.3790987942327,128.66256195598 37.3782398575392,128.662626491605 37.3780948038922,128.663874689905 37.3783835714622,128.66461165099 37.3785263626332,128.665042759319 37.3791329213031,128.665226975281 37.3798060172356,128.665253129933 37.3799678143228,128.666418382412 37.3800775383183,128.666454431582 37.3801761315454)))"
9435,중앙로,51190,태백시,10,28,100,85.3,"MULTIPOLYGON(((128.991797484197 37.1758609656415,128.991101352288 37.176791581084,128.990547474748 37.1762783612462,128.989745868548 37.1774810106364,128.989466333962 37.1771253422806,128.988156787892 37.177850018853,128.987650295386 37.1774260807294,128.987074055345 37.1777780852989,128.986725246355 37.1782163653641,128.984654787186 37.1765393375594,128.983703824748 37.1763390400798,128.983429029041 37.1761634582109,128.984541210334 37.1756403367688,128.986833989399 37.1746289522794,128.987746865156 37.1742352680759,128.989815597542 37.1715519055638,128.99052178147 37.1718643736475,128.990903910837 37.1718399379476,128.993927649152 37.1716629861657,128.993795653425 37.1726381802241,128.993538549776 37.1739938568507,128.993543516693 37.174182962608,128.993307768401 37.1746373780637,128.993131497828 37.1747844864675,128.992954990115 37.1749225895875,128.992291130301 37.1753661824976,128.991797484197 37.1758609656415)))"
9436,태백역,51190,태백시,10,28,100,72.9,"MULTIPOLYGON(((128.991225246347 37.1690687704771,128.991397535888 37.1666244302421,128.991892160561 37.1665981017597,128.992025296795 37.1665237923096,128.993624525794 37.1665509611149,128.993695822489 37.166693906392,128.993766173524 37.1668008314315,128.993642872024 37.1668209232764,128.993497045321 37.1672693224225,128.993379014465 37.1672758118286,128.993198294248 37.1678959688179,128.992859871222 37.1682980558705,128.992728505624 37.1684399041741,128.992673070556 37.1684723676566,128.992735761952 37.1689307739121,128.992702831636 37.1689628590793,128.992601676873 37.1689690640403,128.99256328477 37.1692219620241,128.9925385446 37.1694588647198,128.992469394796 37.1700411089553,128.992247531049 37.1701664598445,128.992444263658 37.1703703606434,128.99350563885 37.1702759387262,128.993638013498 37.1714583982937,128.990800428471 37.1716502342986,128.990563525913 37.171631690326,128.99016447812 37.171440192435,128.990202328732 37.1713809982794,128.990134102905 37.1713551167081,128.990291367498 37.1711272506441,128.990517565078 37.1709522809637,128.990561945262 37.1707127965891,128.990699889778 37.1706068762434,128.99096062788 37.1702466406818,128.990940282297 37.1699001350144,128.990882501068 37.1696285825286,128.991475960629 37.1696141090591,128.991918254708 37.1695233439927,128.991911565097 37.1694829158048,128.991672801041 37.1695004413388,128.991616242545 37.1694901303531,128.991584175621 37.1694478762681,128.991512186971 37.1690639500035,128.991276591558 37.169094935024,128.991225246347 37.1690687704771)))"
9437,덕천역_1,26320,북구,18,30,100,62.9,"MULTIPOLYGON(((129.004875275988 35.2098879597893,129.002521343952 35.2093816999333,129.00239103086 35.2088814575556,129.002536566912 35.2088835572115,129.002683851812 35.2088450755641,129.002734327034 35.2087766539378,129.002857137926 35.2087475883658,129.002883083966 35.2086863309984,129.003107196649 35.2086465783631,129.002789470242 35.2081156422159,129.002933125236 35.208041173896,129.003252883707 35.2079840690104,129.003075731075 35.2070295159947,129.003688077847 35.2069270187255,129.004609200324 35.2067675917314,129.004844354972 35.2076243074832,129.005124847282 35.20876188448,129.005308686577 35.2095405969437,129.005278053016 35.2097461179516,129.005159092515 35.209820180228,129.004875275988 35.2098879597893)))"
9438,덕천역_2,26320,북구,16,38,100,77.6,"MULTIPOLYGON(((129.005550308225 35.2097663919588,129.005600923424 35.2095920806046,129.005464691995 35.2089635246224,129.00615772375 35.2091277736613,129.006401792996 35.2090065800156,129.007270550902 35.2087263434008,129.007470352256 35.2089257928435,129.007712644109 35.2089555702337,129.009369892127 35.2093719084583,129.009166102971 35.2099024671666,129.009801138862 35.2100518868151,129.009438099897 35.2110266561784,129.005878124384 35.2101484618972,129.005550308225 35.2097663919588)))"
